-1,-1,-1,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,102,103,-1,-1,-1,64,-1,102,103,102,103,102,103,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,64,-1,-1,-1,-1,-1,-1,268,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,88,163,163,144,182,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,82,83,-1,-1,80,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,-1,-1
-1,-1,-1,-1,-1,-1,-1,116,-1,-1,-1,-1,160,88,-1,65,-1,-1,-1,-1,-1,124,232,65,81,-1,-1,82,83,102,103,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,163,-1,-1,-1,90,89,89,-1,-1,-1,-1,161,-1,-1,136,180,-1,-1,-1,-1,-1,-1,102,103,164,81,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,163,-1,-1,-1,182,-1,90,-1,-1,82,83,-1,-1,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,80,-1,-1,63,-1,161,180,118,117,105,160,-1,-1,-1,-1
-1,-1,-1,89,182,162,-1,-1,-1,87,90,89,-1,-1,102,103,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-1,80,81,-1,-1,86,-1,-1,-1,117,117,-1,-1,-1,-1,-1,-1
-1,-1,-1,181,-1,90,90,117,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,82,83,-1,-1,-1,-1,-1,176,176,-1,-1,182,87,182,161,-1,-1,64,-1,-1,-1,117,117,-1,-1,-1,64,-1,-1
-1,-1,-1,89,182,162,-1,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,-1,-1,-1,-1,82,83,82,83,-1,-1,-1,181,160,-1,64,-1,-1,-1,63,117,117,86,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,87,87,117,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,102,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,117,117,82,83,-1,-1,-1,-1
-1,-1,-1,-1,-1,116,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,117,117,102,103,-1,-1,63,-1
-1,-1,-1,-1,-1,116,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,82,83,82,83,82,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,102,103,102,103,102,103,-1,117,117,117,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,82,83,82,83,82,83,82,83,82,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,71,71,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,176,176,176,176,176,176,-1,-1,102,103,102,103,102,103,102,103,102,103,102,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,71,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,156,156,116,116,156,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,116,116,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,116,117,-1,-1,-1,-1
-1,-1,86,116,156,156,116,116,156,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,71,71,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,82,83,82,83,82,83,-1,-1,-1,-1
-1,-1,-1,-1,156,156,156,156,156,156,-1,-1,-1,-1,-1,-1,82,83,87,-1,-1,-1,-1,-1,71,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,102,103,102,103,102,103,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,127,128,127,128,127,128,-1,-1,-1,-1,-1,116,116,117,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,147,148,147,148,147,148,-1,-1,-1,-1,-1,136,136,137,-1,-1,-1,-1
-1,-1,86,-1,-1,-1,49,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,167,168,167,168,167,168,-1,-1,-1,-1,-1,-1,82,83,-1,-1,86,-1
-1,-1,-1,-1,-1,-1,49,49,-1,-1,-1,-1,12,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,-1,-1,86,-1
-1,-1,-1,63,-1,-1,49,49,-1,-1,-1,-1,32,72,-1,-1,116,116,-1,-1,-1,-1,-1,-1,12,82,83,82,83,82,83,-1,-1,-1,-1,162,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,82,83,-1,49,49,84,-1,-1,-1,-1,31,-1,-1,116,116,-1,-1,-1,-1,-1,81,32,102,103,102,103,102,103,-1,-1,-1,-1,-1,181,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,102,103,144,69,69,104,109,110,-1,-1,31,-1,-1,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
