137,137,137,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,137,137,137,137,3,4,4,4,4,5,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,23,24,24,24,24,25,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,23,24,24,24,24,25,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,23,24,24,24,24,25,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,23,24,24,24,24,25,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,43,44,44,44,44,45,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,4,4,4,5,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,44,44,44,44,44,44,44,44,44,44,44,44,44,44,24,24,24,24,24,24,24,25,137,137,137,137
137,137,137,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,25,137,137,137,137
137,137,137,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,137,137,137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,25,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,25,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,3,4,4,4,4,4,4,4,4,5,137,137,23,24,24,24,24,24,24,25,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,24,24,25,137,137,43,44,44,44,44,44,44,45,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,3,4,4,4,4,4,4,4,4,4,4,5,137,137,23,24,24,24,24,24,24,24,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,24,24,24,24,25,137,137,23,24,24,44,44,44,44,44,44,45,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,24,24,24,24,25,137,137,23,24,25,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
137,137,137,137,137,137,137,137,137,137,137,137,23,24,24,24,24,24,24,24,24,24,24,25,137,137,23,24,25,137,137,137,137,137,137,137,137,137,3,4,4,4,4,4,4,5,137,137,137,137
